product_tier,make_name,price,first_zip_digit,search_views,detail_views,stock_days,ctr,live_days,first_registration_age
Basic,Volkswagen,16440,6,384.0,1.0,2,0.0024739583333333332,91,8
Basic,Peugeot,4250,7,651.0,134.0,77,0.20583717357910905,77,16
Basic,Toyota,950,2,376.0,14.0,2,0.03537234042553191,61,33
Basic,Peugeot,11949,8,312.0,17.0,10,0.05448717948717949,10,9
Basic,Volkswagen,19950,5,2621.0,175.0,47,0.06676840900419687,47,10
Basic,Peugeot,17722,4,2584.0,48.0,108,0.01764705882352941,109,6
Basic,Hyundai,7940,8,3674.0,102.0,124,0.027762656505171474,124,10
Basic,Volkswagen,9600,2,1825.0,40.0,56,0.021917808219178082,56,7
Basic,Toyota,8450,6,71.0,0.0,0,0.0,0,18
Basic,Volkswagen,21950,4,373.0,41.0,8,0.10991957104557641,67,10
Basic,Toyota,19945,5,140.0,11.0,4,0.07464285714285714,91,8
Basic,Volvo,54975,3,259.0,13.0,15,0.05019305019305019,15,6
Basic,Ford,6235,6,157.0,4.0,9,0.025477707006369428,9,13
Basic,Mercedes-Benz,32450,6,1656.0,41.0,24,0.024758454106280192,54,8
Basic,Skoda,6950,3,8430.0,292.0,96,0.034638196915776985,478,13
Basic,Nissan,16950,5,820.0,46.0,59,0.05609756097560976,325,10
Basic,Volkswagen,13750,3,899.0,32.0,33,0.033815350389321465,33,11
Basic,SEAT,22950,3,533.0,41.0,47,0.07692307692307693,17,8
Basic,Opel,13950,3,196.0,2.0,6,0.009693877551020406,5,11
Basic,Renault,1950,8,297.0,11.0,5,0.037037037037037035,6,18
Basic,Renault,24300,4,209.0,1.0,31,0.004784688995215311,32,6
Basic,Renault,13900,4,81.0,9.0,3,0.1111111111111111,3,7
Basic,MINI,13950,4,6400.0,355.0,109,0.052695312499999994,168,11
Basic,Volkswagen,9950,7,879.0,68.0,36,0.07736063708759955,37,13
Basic,Volkswagen,5448,7,2974.0,157.0,20,0.05279085406859448,20,13
Basic,Renault,11850,8,4605.0,59.0,56,0.012812160694896851,56,10
Basic,BMW,30950,3,827.0,38.0,21,0.045949214026602174,21,11
Basic,Ford,6995,5,213.0,8.0,2,0.03755868544600939,61,15
Basic,Jaguar,39500,1,298.0,32.0,16,0.10738255033557047,46,7
Basic,Opel,9950,8,204.0,20.0,20,0.09803921568627451,50,11
Plus,Peugeot,9495,3,863.0,28.0,6,0.03244495944380069,183,11
Basic,Ford,29850,6,73.0,4.0,7,0.0547945205479452,6,6
Basic,Volvo,21900,6,653.0,26.0,48,0.039816232771822356,48,10
Basic,Ford,350,5,16183.0,341.0,91,0.021071494778471235,91,24
Basic,Hyundai,1190,3,1449.0,50.0,16,0.03450655624568668,16,21
Basic,MG,11900,6,4098.0,228.0,82,0.055636896046852125,230,54
Basic,Volkswagen,15950,5,5128.0,235.0,70,0.045826833073322935,159,15
Basic,MINI,19900,2,162.0,4.0,21,0.024691358024691357,21,10
Basic,Volvo,14900,9,542.0,34.0,36,0.06273062730627306,36,11
Basic,Peugeot,1950,6,4017.0,126.0,126,0.03136669156086632,448,22
Basic,Volvo,4999,1,625.0,51.0,9,0.0816,39,18
Basic,Fiat,10950,1,378.0,17.0,36,0.04497354497354497,125,9
Basic,Nissan,6450,2,937.0,21.0,88,0.022411953041622197,234,11
Basic,Renault,24950,6,56.0,0.0,2,0.0,61,6
Basic,Citroen,3250,3,1285.0,27.0,63,0.021011673151750974,4,17
Basic,Suzuki,4725,3,283.0,9.0,22,0.03180212014134275,22,16
Basic,Ford,1250,8,186.0,19.0,6,0.10215053763440861,183,23
Basic,Mitsubishi,1250,8,2209.0,184.0,50,0.08329560887279312,227,21
Basic,Opel,520,3,2800.0,145.0,16,0.05178571428571429,16,26
Basic,Mercedes-Benz,5490,3,732.0,26.0,13,0.0337431693989071,42,21
Basic,Opel,15440,5,2205.0,50.0,62,0.022675736961451247,62,7
Premium,SEAT,10944,5,3522.0,97.0,15,0.024855905735377624,45,12
Basic,Peugeot,11450,7,971.0,140.0,47,0.14418125643666324,19,11
Basic,BMW,17500,6,341.0,4.0,4,0.011730205278592375,4,10
Basic,Land Rover,65900,1,2088.0,56.0,39,0.02681992337164751,39,6
Basic,Renault,8950,3,128.0,3.0,9,0.0234375,157,10
Basic,Aston Martin,39500,9,2987.0,132.0,6,0.04419149648476733,6,17
Basic,BMW,61950,7,533.0,16.0,6,0.0300187617260788,36,9
Basic,Renault,13850,7,194.0,9.0,10,0.04639175257731959,128,10
Basic,Renault,599,5,2087.0,71.0,8,0.0340201245807379,8,19
Basic,BMW,15950,7,9624.0,225.0,102,0.023379052369077308,220,9
Basic,Volkswagen,16450,3,124.0,4.0,6,0.03225806451612903,6,8
Basic,Kia,8950,1,290.0,9.0,2,0.03103448275862069,61,14
Basic,Volvo,1399,9,7432.0,230.0,29,0.030947255113024756,28,19
Basic,Volkswagen,13250,4,5016.0,115.0,65,0.02292663476874003,65,12
Basic,Toyota,6950,3,2065.0,108.0,76,0.04968523002421307,281,13
Basic,Volkswagen,2900,6,541.0,10.0,18,0.018484288354898338,107,22
Basic,Kia,15850,3,4193.0,145.0,80,0.034581445265919386,80,10
Basic,Volkswagen,22450,3,4082.0,325.0,42,0.07961783439490445,158,8
Basic,Peugeot,1350,5,2247.0,32.0,52,0.014241210502892745,111,21
Basic,Volvo,10950,3,798.0,15.0,15,0.018796992481203006,74,12
Basic,Renault,18950,4,35.0,0.0,7,0.0,96,6
Basic,Opel,15900,9,813.0,155.0,5,0.18111931119311192,5,11
Basic,Ford,16950,3,1002.0,94.0,29,0.09381237524950099,29,8
Basic,Ford,12250,9,664.0,34.0,28,0.05120481927710843,28,12
Basic,Nissan,12945,4,79.0,3.0,8,0.036075949367088606,244,9
Basic,Kia,14400,1,303.0,17.0,10,0.056105610561056105,97,13
Basic,Volkswagen,11950,4,285.0,7.0,3,0.02456140350877193,3,9
Basic,BMW,36900,3,4295.0,166.0,111,0.036717112922002325,168,6
Basic,Renault,15845,5,770.0,11.0,64,0.014285714285714285,64,10
Basic,Caravans-Wohnm,14950,1,16.0,0.0,5,0.0,4,22
Basic,Ford,4750,1,5495.0,255.0,117,0.044085532302092806,441,17
Basic,Volkswagen,28900,9,3186.0,41.0,95,0.012868801004394225,95,6
Basic,Volvo,12990,5,5383.0,141.0,124,0.024883893739550435,124,10
Basic,MINI,2450,7,1595.0,129.0,5,0.08087774294670846,183,21
Basic,Fiat,6950,1,1814.0,46.0,39,0.025358324145534728,38,9
Basic,Mazda,28395,7,1929.0,49.0,49,0.025401762571280455,197,8
Basic,Ford,21995,2,330.0,10.0,27,0.030303030303030304,27,6
Basic,Volkswagen,16950,4,1583.0,56.0,88,0.035375868603916616,234,14
Basic,Volkswagen,7950,2,2780.0,45.0,64,0.01618705035971223,64,12
Basic,Opel,15995,2,76.0,1.0,26,0.013157894736842105,114,6
Basic,Audi,14599,4,507.0,29.0,6,0.05719921104536489,6,14
Basic,Opel,999,9,9403.0,226.0,98,0.024034882484313517,98,19
Basic,Audi,33450,3,623.0,42.0,20,0.06404494382022471,20,6
Basic,Ford,9950,7,150.0,13.0,12,0.08666666666666667,101,13
Basic,Ford,12945,2,2760.0,31.0,90,0.011231884057971014,91,8
Basic,Fiat,7450,6,20.0,0.0,2,0.0,1,11
Basic,Toyota,4450,1,6678.0,413.0,23,0.058752620545073374,111,12
Basic,Peugeot,1450,6,322.0,48.0,2,0.14906832298136646,1,23
Basic,Citroen,10950,5,2904.0,72.0,82,0.024793388429752067,82,9
Basic,Volkswagen,9700,5,177.0,12.0,19,0.06779661016949153,108,17
Basic,Iveco,22950,7,1966.0,51.0,49,0.025940996948118005,254,9
Basic,Audi,17950,2,361.0,20.0,10,0.055401662049861494,11,9
Basic,Peugeot,10940,6,941.0,22.0,80,0.023379383634431455,80,6
Basic,Volkswagen,11900,7,4943.0,191.0,85,0.0367084766336233,85,16
Basic,Volvo,1950,3,1856.0,50.0,23,0.02693965517241379,23,23
Premium,Volkswagen,11950,3,9433.0,487.0,87,0.05162726598113008,86,12
Basic,Opel,499,9,996.0,21.0,7,0.02108433734939759,214,23
Basic,Peugeot,33925,2,6569.0,232.0,122,0.035317399908661895,4,7
Basic,MINI,44695,8,1707.0,80.0,69,0.04686584651435267,246,6
Basic,Volkswagen,3950,3,11479.0,326.0,92,0.028399686383831346,356,22
Basic,Renault,9950,6,1218.0,28.0,87,0.022988505747126436,203,10
Basic,Peugeot,695,7,4300.0,108.0,23,0.025116279069767444,23,21
Basic,Peugeot,10725,2,1433.0,17.0,89,0.011863224005582694,88,8
Basic,SEAT,999,7,133.0,20.0,1,0.15037593984962405,1,24
Basic,Volkswagen,29950,4,2144.0,180.0,19,0.08395522388059702,19,8
Basic,BMW,3950,1,2682.0,215.0,28,0.08016405667412378,28,25
Basic,Renault,7888,7,529.0,15.0,30,0.02835538752362949,1,10
Basic,Citroen,13999,8,2874.0,98.0,89,0.030774182324286706,89,8
Basic,Mitsubishi,16500,2,1748.0,69.0,48,0.039473684210526314,223,12
Basic,Ford,600,5,12082.0,526.0,16,0.04353583843734481,193,16
Basic,Ford,6700,6,907.0,41.0,15,0.04520396912899669,193,15
Basic,Mercedes-Benz,24450,7,346.0,28.0,5,0.08092485549132948,64,9
Basic,SEAT,8750,9,1288.0,47.0,66,0.03466614906832298,66,9
Basic,Peugeot,1250,8,789.0,28.0,71,0.035487959442332066,71,23
Basic,BMW,35880,5,1639.0,80.0,21,0.048810250152532035,51,6
Basic,Citroen,6750,5,218.0,7.0,8,0.03211009174311927,8,14
Basic,Volkswagen,12850,4,3387.0,139.0,117,0.038987304399173306,117,9
Basic,MINI,8750,2,230.0,9.0,8,0.0391304347826087,8,15
Basic,Ford,13720,6,762.0,30.0,43,0.03937007874015748,13,9
Basic,Mazda,15445,7,1397.0,13.0,15,0.009305654974946313,15,10
Basic,Hyundai,2995,6,845.0,71.0,19,0.08402366863905325,196,18
Basic,Volkswagen,9900,9,76.0,1.0,1,0.013157894736842105,1,8
Basic,Volkswagen,6995,4,933.0,54.0,28,0.05498392282958199,28,15
Basic,Chevrolet,4750,7,27076.0,637.0,70,0.023526370217166494,11,24
Basic,Mercedes-Benz,38950,5,4941.0,149.0,49,0.0301558388990083,78,6
Basic,Iveco,17500,6,875.0,23.0,25,0.023722857142857143,25,8
Basic,BMW,33900,1,269.0,26.0,6,0.09182156133828996,183,9
Basic,BMW,84875,4,7665.0,464.0,98,0.060534898891063275,98,6
Basic,Audi,26950,5,1149.0,42.0,32,0.03655352480417755,62,8
Basic,Nissan,11950,8,1988.0,81.0,80,0.04074446680080483,167,13
Basic,Kia,10400,4,269.0,4.0,34,0.01486988847583643,92,8
Basic,Audi,17850,8,202.0,4.0,2,0.01881188118811881,61,13
Premium,Nissan,4400,3,132.0,2.0,1,0.015151515151515152,1,17
Basic,Nissan,13950,1,56.0,16.0,2,0.2857142857142857,1,12
Basic,Opel,2895,2,421.0,13.0,38,0.030878859857482184,215,22
Basic,Opel,34950,3,297.0,19.0,18,0.06397306397306397,18,7
Basic,Fiat,4900,5,5805.0,144.0,78,0.023565891472868215,78,14
Basic,Toyota,5399,2,224.0,3.0,4,0.012723214285714284,5,12
Basic,Opel,9290,3,2483.0,80.0,111,0.03221908981071285,346,12
Basic,Renault,2950,7,1.0,0.0,0,0.0,0,19
Basic,Renault,2485,6,4095.0,148.0,118,0.03433455433455434,204,20
Basic,Audi,29950,5,4045.0,138.0,101,0.03411619283065513,101,9
Basic,Volkswagen,21950,6,96.0,4.0,2,0.041666666666666664,1,6
Premium,Volkswagen,4950,4,3938.0,118.0,4,0.029964448958862366,3,12
Basic,Renault,14990,3,415.0,18.0,57,0.043373493975903614,145,7
Basic,Opel,4749,7,1268.0,37.0,58,0.02917981072555205,59,18
Basic,Toyota,20750,1,84.0,3.0,3,0.032232142857142855,92,11
Basic,Renault,13950,4,2932.0,92.0,113,0.03137789904502047,289,6
Basic,Mitsubishi,7900,2,38.0,0.0,3,0.0,91,9
Basic,Renault,20900,4,18.0,0.0,1,0.0,1,8
Basic,BMW,53623,9,1086.0,18.0,118,0.016574585635359115,118,6
Basic,Volkswagen,11750,3,638.0,21.0,22,0.032915360501567396,22,8
Basic,Hyundai,15950,4,740.0,20.0,27,0.02702702702702703,56,8
Basic,Volkswagen,18450,8,2953.0,118.0,78,0.03995936335929563,78,10
Basic,Volkswagen,2800,7,25777.0,1353.0,100,0.05248865267486519,41,19
Basic,Opel,25950,7,272.0,7.0,22,0.025735294117647058,22,6
Basic,Fiat,3650,6,548.0,24.0,4,0.043795620437956206,4,14
Basic,Volkswagen,25950,7,331.0,10.0,18,0.030211480362537766,77,7
Basic,Austin,94950,5,1648.0,47.0,34,0.028519417475728157,34,59
Basic,Audi,29900,5,1502.0,56.0,63,0.03541944074567244,63,9
Basic,Opel,29940,8,59.0,1.0,5,0.01694915254237288,153,6
Basic,Volkswagen,9494,3,3363.0,169.0,91,0.05025275052036872,325,13
Basic,MINI,6950,3,1970.0,126.0,32,0.06395939086294417,62,19
Basic,Ford,17900,7,257.0,10.0,13,0.038910505836575876,189,7
Basic,Mercedes-Benz,5950,8,824.0,18.0,3,0.021844660194174758,2,12
Basic,Volvo,17799,3,7147.0,561.0,125,0.07849447320554079,95,12
Basic,Volvo,22950,3,648.0,19.0,69,0.029320987654320986,39,9
Basic,Citroen,750,2,4487.0,176.0,109,0.03922442611990194,284,23
Basic,Opel,12900,5,1175.0,26.0,68,0.022127659574468085,67,8
Basic,Alfa Romeo,8450,7,291.0,13.0,3,0.044673539518900345,3,13
Basic,Hyundai,2250,2,5958.0,101.0,76,0.016104397448808323,399,16
Basic,Mitsubishi,29495,3,6700.0,288.0,92,0.04298507462686567,356,7
Basic,Toyota,3950,5,3373.0,65.0,76,0.019270678920841982,105,17
Premium,BMW,5950,3,6164.0,218.0,53,0.03536664503569111,230,25
Basic,Nissan,7380,7,6614.0,384.0,90,0.05805866344118536,90,15
Basic,Kia,9250,5,407.0,8.0,33,0.019656019656019656,33,10
Basic,Opel,11945,5,4703.0,127.0,42,0.027004039974484372,13,12
Basic,DS Automobiles,66945,5,49.0,2.0,4,0.04081632653061224,122,6
Basic,Fiat,6450,3,475.0,40.0,22,0.08421052631578947,22,12
Basic,Volkswagen,16400,5,764.0,13.0,102,0.017015706806282723,103,10
Basic,Fiat,18893,3,923.0,28.0,102,0.030335861321776816,101,6
Basic,Citroen,4999,3,775.0,54.0,13,0.0696774193548387,43,13
Basic,Hyundai,11495,3,53.0,1.0,2,0.01702830188679245,61,10
Basic,Volkswagen,6949,9,559.0,57.0,6,0.10196779964221825,183,14
Basic,BMW,70900,3,8486.0,244.0,88,0.028753240631628565,295,6
Basic,Renault,8600,9,488.0,7.0,17,0.014344262295081968,46,8
Basic,Renault,22800,5,42.0,6.0,3,0.14285714285714285,91,7
Basic,Ford,12940,3,1456.0,88.0,55,0.06043956043956044,55,9
Basic,SEAT,6900,6,249.0,19.0,6,0.07630522088353414,95,11
Basic,Ford,13495,2,50.0,2.0,2,0.038,61,10
Basic,Opel,35995,4,595.0,63.0,9,0.10588235294117647,9,6
Basic,Toyota,24639,2,5822.0,187.0,84,0.032119546547578155,259,10
Basic,Peugeot,4490,4,1682.0,104.0,15,0.058739595719381685,103,13
Basic,Volvo,9950,2,1517.0,120.0,41,0.07910349373764008,41,16
Basic,BMW,64000,6,2283.0,59.0,74,0.025843188786684186,74,6
Basic,Nissan,2244,3,446.0,24.0,9,0.053811659192825115,9,20
Basic,BMW,16950,5,1993.0,240.0,23,0.12042147516307075,23,21
Basic,Opel,7645,8,984.0,22.0,45,0.021239837398373984,75,12
Basic,Alfa Romeo,36900,8,1924.0,58.0,44,0.030145530145530147,44,7
Basic,Toyota,24445,5,10553.0,339.0,121,0.030517388420354397,121,7
Basic,Volkswagen,5750,6,1494.0,31.0,5,0.020749665327978582,153,18
Basic,Mazda,4750,2,837.0,29.0,12,0.03464755077658303,12,18
Basic,Mercedes-Benz,15500,4,1141.0,16.0,16,0.014022787028921999,164,8
Basic,SEAT,31950,7,182.0,6.0,9,0.03296703296703297,10,6
Basic,Peugeot,2950,7,5776.0,292.0,112,0.05055401662049862,289,22
Basic,Hyundai,26450,7,345.0,3.0,8,0.00826086956521739,244,7
Basic,Opel,12600,5,364.0,18.0,16,0.04945054945054945,16,13
Basic,Opel,15680,5,2859.0,55.0,53,0.019237495627841904,201,7
Basic,Porsche,37997,6,44.0,4.0,0,0.08636363636363636,0,19
Basic,Volkswagen,10940,2,732.0,67.0,42,0.09153005464480875,41,10
Basic,Volkswagen,41270,5,475.0,28.0,21,0.05894736842105263,80,6
Basic,Volvo,26950,3,539.0,28.0,10,0.05194805194805195,10,12
Basic,Peugeot,9650,3,979.0,71.0,73,0.07252298263534218,161,14
Basic,Toyota,4750,4,854.0,61.0,24,0.07142857142857142,54,15
Basic,Volkswagen,11250,2,2242.0,22.0,70,0.009812667261373774,70,6
Basic,Volkswagen,18700,2,5910.0,154.0,93,0.026057529610829102,64,6
Basic,Lexus,11950,8,298.0,18.0,1,0.05738255033557047,30,15
Basic,Renault,5950,8,389.0,23.0,2,0.05912596401028278,2,12
Basic,Kia,2490,2,123.0,2.0,5,0.015447154471544716,4,18
Basic,Honda,5950,3,12497.0,261.0,102,0.020885012402976716,307,20
Basic,SEAT,10450,1,1043.0,37.0,37,0.03547459252157239,96,10
Basic,Volvo,20950,8,4278.0,134.0,118,0.031323048153342685,266,8
Basic,Renault,24950,6,481.0,30.0,22,0.062370062370062374,110,7
Basic,Peugeot,8450,7,1348.0,70.0,41,0.05192878338278932,71,11
Basic,Fiat,8730,1,1706.0,89.0,53,0.05216881594372802,376,9
Basic,Others ,39950,5,1668.0,69.0,42,0.04136690647482014,219,88
Basic,Opel,5745,5,229.0,20.0,6,0.08733624454148471,6,17
Basic,Ford,18750,2,222.0,6.0,42,0.02702702702702703,72,7
Basic,Peugeot,9995,1,303.0,7.0,29,0.0231023102310231,29,11
Basic,Peugeot,7700,4,650.0,22.0,23,0.033846153846153845,23,10
Basic,Renault,9999,5,352.0,56.0,2,0.1590909090909091,2,10
Basic,Peugeot,23500,8,353.0,8.0,125,0.02152974504249292,126,10
Basic,Dacia,8750,4,840.0,33.0,48,0.039285714285714285,225,11
Basic,Ford,8850,7,91.0,6.0,1,0.06593406593406594,30,11
Basic,Volkswagen,9400,4,361.0,23.0,7,0.060526315789473685,214,10
Basic,Volkswagen,7750,5,168.0,23.0,3,0.13690476190476192,3,10
Basic,Tesla,46900,1,22818.0,1476.0,88,0.06468577438864055,147,11
Basic,Volkswagen,26940,2,112.0,2.0,11,0.016964285714285713,11,7
Basic,Suzuki,5250,7,5343.0,356.0,106,0.06662923451244619,18,18
Basic,Ford,9950,4,1204.0,77.0,34,0.06395348837209303,123,12
Basic,Mazda,3999,2,682.0,37.0,12,0.054252199413489736,71,18
Basic,Volkswagen,14850,2,3315.0,122.0,55,0.03680241327300151,55,10
Basic,Peugeot,7245,9,1207.0,48.0,35,0.03976801988400994,65,9
Basic,Daewoo,1450,1,1883.0,38.0,82,0.019171534784917683,82,22
Basic,Volvo,9999,7,483.0,32.0,9,0.06625258799171843,98,11
Basic,Mitsubishi,16600,8,316.0,26.0,1,0.08227848101265822,1,11
Basic,Opel,990,5,821.0,25.0,6,0.030450669914738125,6,22
Basic,Volkswagen,4749,7,1283.0,54.0,5,0.042088854247856584,5,13
Basic,Volkswagen,9450,4,1191.0,44.0,19,0.036943744752308987,107,10
Basic,Renault,19845,8,592.0,20.0,20,0.033783783783783786,20,7
Basic,Volkswagen,5944,2,526.0,9.0,33,0.017110266159695818,32,11
Basic,Ford,2450,7,1194.0,27.0,14,0.022613065326633167,132,18
Basic,SEAT,12900,4,5135.0,138.0,30,0.025530671859785782,30,7
Basic,Hyundai,5549,3,300.0,6.0,13,0.02,102,13
Basic,Volkswagen,11999,7,1375.0,124.0,48,0.09018181818181818,195,18
Basic,Volkswagen,8450,7,2352.0,51.0,30,0.021683673469387755,30,9
Basic,Volkswagen,5250,7,422.0,12.0,5,0.02843601895734597,94,12
Basic,Volkswagen,9950,2,641.0,27.0,15,0.0421216848673947,15,12
Basic,Renault,1450,2,415.0,10.0,11,0.024096385542168676,70,22
Basic,Skoda,10450,5,2931.0,198.0,98,0.06755373592630501,98,10
Basic,BMW,28000,6,816.0,15.0,17,0.017463235294117647,76,6
Basic,Audi,16900,5,240.0,35.0,8,0.14583333333333334,244,10
Basic,Renault,22445,8,620.0,41.0,49,0.06282258064516129,254,9
Basic,BMW,22900,2,459.0,51.0,5,0.1111111111111111,94,10
Plus,Volkswagen,16500,2,6789.0,277.0,96,0.04080129621446457,125,10
Basic,Peugeot,15950,5,629.0,43.0,26,0.06836248012718601,26,8
Basic,Mazda,39695,1,4759.0,198.0,125,0.04160537928136163,98,6
Basic,Land Rover,35000,5,2958.0,153.0,49,0.05172413793103448,49,10
Basic,Citroen,10950,9,324.0,12.0,52,0.037037037037037035,52,12
Premium,Volvo,7945,2,6776.0,141.0,38,0.019768299881936246,38,17
Basic,Opel,2950,4,403.0,46.0,7,0.1141439205955335,214,18
Basic,Opel,7990,1,112.0,6.0,4,0.05357142857142857,4,13
Basic,Nissan,4495,9,286.0,19.0,3,0.0631118881118881,3,21
Basic,Ford,6500,8,2413.0,142.0,49,0.05884790716949855,167,15
Basic,Peugeot,950,7,3874.0,132.0,51,0.034073309241094474,169,24
Basic,Mercedes-Benz,19031,2,2265.0,22.0,97,0.009713024282560706,186,16
Basic,Peugeot,13950,9,108.0,6.0,7,0.05555555555555555,7,7
Basic,BMW,15900,3,752.0,33.0,22,0.043882978723404256,110,17
Basic,Fiat,4450,7,3149.0,219.0,71,0.06954588758335979,71,13
Basic,Volvo,950,3,7208.0,158.0,32,0.021920088790233074,32,28
Basic,Mercedes-Benz,27750,3,3524.0,121.0,51,0.03433598183881952,140,9
Basic,Peugeot,10995,2,2433.0,81.0,81,0.03329223181257707,80,13
Basic,Opel,895,4,327.0,10.0,6,0.03058103975535168,183,24
Premium,Volkswagen,1850,2,60727.0,981.0,64,0.01534655095756418,64,14
Basic,MINI,12500,3,1032.0,27.0,50,0.02616279069767442,50,11
Basic,Volvo,29950,3,1499.0,93.0,65,0.06204136090727151,65,10
Basic,Ford,6445,8,869.0,31.0,24,0.03567318757192175,24,12
Basic,Renault,4450,2,2332.0,84.0,27,0.036020583190394515,27,12
Basic,Renault,700,6,6604.0,300.0,115,0.04542701393095094,290,23
Basic,BMW,119900,3,351.0,23.0,2,0.06552706552706553,2,6
Basic,Renault,11350,7,75.0,11.0,3,0.14666666666666667,2,9
Basic,BMW,11950,4,83.0,2.0,1,0.024096385542168676,31,13
Basic,BMW,21900,5,497.0,28.0,10,0.056338028169014086,10,13
Basic,MINI,23500,5,1480.0,69.0,76,0.046621621621621624,224,11
Basic,Fiat,9249,3,53.0,4.0,76,0.07547169811320754,224,11
Premium,SEAT,2195,6,225.0,9.0,3,0.04,92,20
Basic,Peugeot,10495,4,281.0,3.0,18,0.010676156583629894,77,10
Basic,Suzuki,10950,2,209.0,17.0,5,0.08133971291866028,4,8
Basic,Peugeot,2995,1,272.0,6.0,3,0.022058823529411766,3,15
Basic,SEAT,2750,8,2017.0,64.0,67,0.03173029251363411,67,17
Basic,Subaru,7240,2,4319.0,141.0,43,0.03264644593655939,43,18
Basic,Chevrolet,4250,3,616.0,13.0,9,0.021103896103896104,9,12
Premium,BMW,8950,4,19076.0,579.0,67,0.030352275110085973,156,18
Basic,Volvo,19900,8,278.0,24.0,7,0.08633093525179857,7,8
Basic,Volkswagen,1495,5,861.0,63.0,28,0.07317073170731707,29,22
Basic,Skoda,11300,5,2629.0,112.0,113,0.04260174971472042,113,11
Basic,Ford,14995,8,843.0,38.0,20,0.0428232502965599,20,11
Basic,Mercedes-Benz,1450,4,5927.0,307.0,18,0.051796861818795344,77,21
Basic,Volvo,7750,8,2255.0,53.0,42,0.02350332594235033,160,19
Basic,Audi,27949,8,5808.0,275.0,38,0.04734848484848485,38,8
Basic,Hyundai,15850,2,119.0,1.0,6,0.008403361344537815,183,10
Basic,Kia,24400,3,867.0,25.0,38,0.02739331026528258,38,9
Plus,Volvo,12890,1,3400.0,73.0,49,0.021470588235294116,136,15
Basic,Volkswagen,5350,7,6393.0,119.0,68,0.018614109181917724,68,12
Basic,Volkswagen,28950,6,163.0,1.0,8,0.006134969325153374,67,7
Basic,Volkswagen,54450,9,5540.0,681.0,117,0.12292418772563177,176,6
Basic,Jaguar,52490,1,1229.0,133.0,8,0.09766680227827501,7,11
Basic,Peugeot,12995,5,1000.0,37.0,17,0.037,46,13
Basic,MINI,15990,1,232.0,9.0,3,0.03879310344827586,3,10
Basic,Peugeot,5888,7,44.0,0.0,6,0.0,36,11
Basic,Opel,27895,5,280.0,9.0,9,0.03214285714285714,9,7
Basic,Renault,2950,5,202.0,14.0,2,0.06930693069306931,2,18
Premium,Renault,11900,7,10467.0,509.0,42,0.04862902455335817,13,9
Basic,Opel,16925,2,222.0,17.0,4,0.07657657657657657,122,8
Basic,Fiat,3950,7,149.0,2.0,7,0.013422818791946308,7,18
Basic,Nissan,15900,4,1595.0,117.0,83,0.07335423197492164,83,10
Basic,Audi,30950,7,1399.0,37.0,22,0.02644746247319514,170,6
Basic,Land Rover,189900,7,11029.0,310.0,88,0.02810771602139813,88,6
Basic,Renault,5450,4,36.0,2.0,0,0.05555555555555555,0,12
Basic,Audi,89900,3,11295.0,376.0,60,0.03328906595838867,60,7
Basic,BMW,48900,1,1343.0,31.0,115,0.021928518242740135,115,6
Basic,Renault,1750,2,169.0,11.0,5,0.0650887573964497,5,20
Basic,Nissan,19950,5,4811.0,360.0,58,0.07482851797963001,59,7
Basic,BMW,73880,5,1492.0,45.0,22,0.030160857908847184,141,8
Basic,Volkswagen,4945,8,353.0,116.0,5,0.31218130311614734,5,18
Basic,Mercedes-Benz,32950,1,1378.0,81.0,40,0.05878084179970972,40,9
Basic,Ford,19950,1,166.0,14.0,8,0.08433734939759036,244,6
Basic,Citroen,2450,5,408.0,68.0,2,0.16666666666666666,2,18
Basic,Volvo,12995,6,3707.0,148.0,93,0.03792824386296196,64,11
Basic,MINI,7250,8,842.0,44.0,1,0.052256532066508314,1,16
Basic,Jaguar,9900,3,11961.0,391.0,62,0.031055095727781958,386,26
Basic,Renault,6900,2,1083.0,38.0,77,0.03508771929824561,48,11
Basic,Kia,5750,9,393.0,51.0,14,0.1297709923664122,191,17
Basic,BMW,44888,5,1316.0,24.0,17,0.0182370820668693,47,12
Basic,Renault,6999,3,1748.0,82.0,83,0.04456521739130435,83,16
Basic,Peugeot,5750,2,1180.0,35.0,57,0.029661016949152543,380,15
Basic,Volkswagen,5925,6,199.0,12.0,2,0.06030150753768844,2,14
Basic,Audi,18900,7,4130.0,86.0,112,0.020823244552058112,53,7
Basic,Renault,1790,7,1957.0,105.0,56,0.05365355135411344,55,22
Basic,Toyota,8690,3,591.0,15.0,32,0.025380710659898477,32,9
Basic,Opel,5950,3,1862.0,79.0,75,0.04242749731471536,105,17
Basic,Volvo,7950,6,279.0,10.0,6,0.035842293906810034,6,17
Basic,Peugeot,7450,5,123.0,7.0,4,0.056910569105691054,91,10
Basic,Toyota,14495,3,42.0,4.0,0,0.09523809523809523,1,9
Basic,Renault,33900,9,3533.0,109.0,84,0.03085196716671384,407,6
Basic,Volkswagen,29950,2,603.0,88.0,11,0.14593698175787728,11,8
Basic,Kia,6900,8,119.0,10.0,1,0.07983193277310925,30,12
Basic,Audi,7450,3,624.0,16.0,20,0.02564102564102564,20,24
Basic,Citroen,950,1,1156.0,24.0,31,0.020761245674740483,31,23
Basic,Mercedes-Benz,195888,5,1588.0,25.0,10,0.015743073047858942,10,5
