,Foreign/Local Used,color,wheel drive,Automation,seat-make,price,description,make-year,manufacturer
295,Foreign Used,Black,4,Automatic,Leather,5500000,2011   Mercedes-Benz GL Class,2011,Mercedes-Benz
296,Foreign Used,Dark Blue,4,Automatic,Leather,9500000,2013    Mercedes-Benz ML350,2013,Mercedes-Benz
297,Locally Used,Silver,4,Automatic,Leather,16000000,2005   Lexus GX,2005,Lexus
298,Foreign Used,Silver,4,Automatic,Leather,3800000,2011   Toyota Avalon,2011,Toyota
299,Foreign Used,Black,4,Automatic,Leather,4400000,2012   Toyota Camry,2012,Toyota
300,Foreign Used,Silver,4,Automatic,Cloth,2800000,2008   Toyota RAV4,2008,Toyota
301,Foreign Used,Red,4,Automatic,Leather,3500000,2010   Toyota RAV4,2010,Toyota
302,Foreign Used,Black,4,Automatic,Leather,11000000,2016   Toyota Highlander,2016,Toyota
303,Foreign Used,Silver,4,Automatic,Leather,3200000,2006   Mercedes-Benz ML 500,2006,Mercedes-Benz
304,Foreign Used,Grey,4,Automatic,Leather,14000000,2017   Toyota Highlander,2017,Toyota
305,Foreign Used,Silver,4,Automatic,Leather,1780000,2005   Toyota Camry,2005,Toyota
306,Foreign Used,White,4,Automatic,Leather,8300000,2013   Toyota Highlander,2013,Toyota
307,Foreign Used,Dark Green,4,Automatic,Cloth,1550000,2002    Toyota Camry,2002,Toyota
308,Locally Used,Grey,4,Automatic,Cloth,1700000,2008   Toyota Camry,2008,Toyota
309,Foreign Used,Dark Grey,4,Automatic,Leather,11500000,2013    Mercedes-Benz GL 450,2013,Mercedes-Benz
310,Foreign Used,Blue,4,Automatic,Leather,3100000,2007   Toyota Highlander,2007,Toyota
311,Foreign Used,Black,4,Automatic,Leather,4200000,2013   Toyota Camry ,2013,Toyota
312,Foreign Used,Grey,4,Automatic,Leather,3500000,2007   Mercedes-Benz C300,2007,Mercedes-Benz
313,Foreign Used,Silver,4,Automatic,Leather,2800000,2007   Lexus ES,2007,Lexus
314,Foreign Used,Black,4,Automatic,Cloth,2150000,2008   Hyundai Tucson,2008,Hyundai
315,Foreign Used,Silver,4,Automatic,Leather,2200000,2003   Lexus RX,2003,Lexus
316,Foreign Used,Grey,4,Automatic,Cloth,1850000,2006   Toyota Corolla,2006,Toyota
317,Foreign Used,Black,4,Automatic,Leather,3300000,2010   Toyota Camry ,2010,Toyota
318,Foreign Used,Silver,4,Automatic,Leather,6500000,2010   Lexus RX,2010,Lexus
319,Foreign Used,Gold,4,Automatic,Cloth,2300000,2007   Toyota Camry,2007,Toyota
320,Foreign Used,Blue,4,Manual,Cloth,950000,2005   Peugeot 206,2005,Peugeot
321,Locally Used,Black,4,Automatic,Cloth,1650000,2006   Toyota 4-Runner,2008,Toyota
322,Locally Used,White,4,Manual,Leather,8500000,2004   Toyota  Cruiser,2004,Toyota
323,Foreign Used,Red,4,Automatic,Leather,1580000,2005   Chrysler Pacifica,2008,Chrysler
324,Foreign Used,White,4,Automatic,Leather,5950000,2012   Toyota Venza ,2012,Toyota
325,Foreign Used,Black,4,Automatic,Leather,19000000,2017   Toyota Highlander,2017,Toyota
326,Foreign Used,Black,4,Automatic,Leather,1750000,2005   Toyota Camry,2005,Toyota
327,Foreign Used,Black,4,Automatic,Leather,3000000,2005   Mercedes-Benz ML350,2005,Mercedes-Benz
328,Foreign Used,Red,4,Automatic,Leather,2500000,2007   Toyota Camry,2007,Toyota
329,Foreign Used,Dark Blue,4,Automatic,Leather,2800000,2009    Toyota Corolla,2009,Toyota
330,Foreign Used,Red,4,Automatic,Cloth,1700000,2004   Toyota Corolla ,2004,Toyota
331,Foreign Used,Silver,4,Automatic,Leather,16000000,2018   Toyota Camry,2018,Toyota
332,Foreign Used,Black,4,Automatic,Leather,11000000,2016   Toyota Highlander,2016,Toyota
333,Foreign Used,Black,4,Automatic,Leather,11000000,2016   Toyota Highlander,2016,Toyota
334,Foreign Used,Maroon,4,Automatic,Leather,8500000,2016   Toyota RAV4,2016,Toyota
335,Foreign Used,Black,4,Automatic,Leather,1750000,2005   Toyota Camry,2005,Toyota
336,Foreign Used,Dark Grey,4,Automatic,Leather,3200000,2004    Lexus RX,2004,Lexus
337,Foreign Used,Black,4,Automatic,Leather,19000000,2017   Toyota Highlander,2017,Toyota
338,Locally Used,Maroon,4,Automatic,Leather,760000,2002   Toyota Camry,2002,Toyota
339,Locally Used,Black,4,Automatic,Cloth,275000,2002   Nissan Sentra,2002,Nissan
340,Locally Used,Black,4,Automatic,Leather,475000,2002   Mercedes-Benz ML 500,2002,Mercedes-Benz
341,Locally Used,Black,4,Automatic,Leather,3450000,2013   Hyundai Santa Fe,2008,Hyundai
342,Locally Used,Black,4,Automatic,Leather,1320000,2006   Toyota RAV4,2006,Toyota
343,Locally Used,Silver,4,Automatic,Cloth,850000,2014   Kia Rio,2014,Kia
344,Locally Used,Black,4,Automatic,Leather,1200000,2003   Toyota 4-Runner,2008,Toyota
345,Locally Used,Black,4,Automatic,Cloth,1650000,2005   Toyota Camry,2005,Toyota
346,Locally Used,Silver,4,Automatic,Leather,1000000,2000   Lexus RX,2000,Lexus
347,Foreign Used,Grey,4,Automatic,Leather,1750000,2005   Toyota Camry,2005,Toyota
348,Locally Used,Grey,4,Automatic,Leather,580000,2001   Lexus ES,2001,Lexus
349,Foreign Used,Silver,4,Automatic,Leather,4950000,2009   Toyota Venza,2009,Toyota
350,Locally Used,Black,4,Automatic,Cloth,1450000,2008   Toyota Camry,2008,Toyota
351,Foreign Used,Red,4,Automatic,Leather,2950000,2010   Toyota Corolla,2010,Toyota
352,Locally Used,White,4,Manual,Leather,1750000,2008   Toyota Hilux,2008,Toyota
353,Foreign Used,Black,4,Automatic,Leather,395000,2005   Honda Accord,2005,Honda
354,Foreign Used,Black,4,Automatic,Leather,5100000,2009   Toyota Venza ,2009,Toyota
355,Foreign Used,Black,4,Automatic,Leather,6000000,2007   Toyota Tacoma ,2007,Toyota
356,Foreign Used,Black,4,Automatic,Leather,8550000,2012   Toyota 4-Runner,2008,Toyota
357,Foreign Used,Black,4,Automatic,Leather,2500000,2010   Honda Accord,2010,Honda
358,Foreign Used,Blue,4,Automatic,Leather,2000000,2004   Lexus ES,2004,Lexus
359,Locally Used,Maroon,4,Automatic,Leather,850000,2000   Infiniti QX,2000,Infiniti
360,Foreign Used,Blue,4,Automatic,Leather,2600000,2006   BMW 325i,2006,BMW
361,Foreign Used,Blue,4,Automatic,Leather,23000000,2017   Lexus RX,2017,Lexus
362,Foreign Used,Black,4,Automatic,Cloth,6000000,2007   Toyota Tacoma ,2007,Toyota
363,Foreign Used,Silver,4,Automatic,Leather,2500000,2006   Lexus ES,2006,Lexus
364,Locally Used,Silver,4,Automatic,Cloth,1150000,2003   Pontiac Vibe,2003,Pontiac
365,Foreign Used,Red,4,Manual,Cloth,1320000,2002   Mitsubishi Spacewagon,2002,Mitsubishi
366,Locally Used,Dark Blue,4,Automatic,Cloth,765000,2002    Toyota Corolla,2002,Toyota
367,Locally Used,Maroon,4,Automatic,Leather,720000,2004   Honda Pilot,2004,Honda
368,Locally Used,Silver,4,Manual,Leather,485000,2004   Peugeot 406,2004,Peugeot
369,Locally Used,Red,4,Automatic,Leather,4650000,2010   Mercedes-Benz C300,2010,Mercedes-Benz
370,Locally Used,Red,4,Automatic,Leather,1120000,2005   Honda Pilot,2005,Honda
371,Locally Used,Gold,4,Manual,Leather,980000,2004   Toyota Matrix,2004,Toyota
372,Foreign Used,Red,4,Automatic,Leather,4300000,2012   Toyota Camry,2012,Toyota
373,Locally Used,Grey,4,Automatic,Leather,785000,2007   Nissan Xterra,2007,Nissan
374,Locally Used,Black,4,Automatic,Leather,1250000,2006     Range  Sport,2006,Range
375,Locally Used,Silver,4,Automatic,Leather,720000,2007   Honda Accord,2007,Honda
376,Foreign Used,Grey,4,Automatic,Cloth,2950000,2009   Toyota Camry ,2009,Toyota
377,Locally Used,Red,4,Manual,Cloth,1500000,2004   Toyota Highlander,2004,Toyota
378,Foreign Used,Silver,4,Automatic,Cloth,1600000,2007   Toyota Matrix ,2007,Toyota
379,Foreign Used,Silver,4,Automatic,Cloth,6500000,2010   Honda Accord CrossTour,2010,Honda
380,Foreign Used,Black,4,Automatic,Cloth,1900000,2007   Honda Accord,2007,Honda
381,Foreign Used,Blue,4,Automatic,Cloth,2800000,2008   Honda CR-V,2008,Honda
382,Locally Used,Gold,4,Automatic,Cloth,900000,2002   Honda Pilot,2002,Honda
383,Foreign Used,Black,4,Automatic,Leather,3200000,2010   Lexus GS,2010,Lexus
384,Foreign Used,Silver,4,Automatic,Leather,3500000,2006   Mercedes-Benz CLS,2006,Mercedes-Benz
385,Foreign Used,Black,4,Automatic,Leather,2200000,2004   Lexus ES,2004,Lexus
386,Foreign Used,Grey,4,Automatic,Cloth,1750000,2006   Toyota Camry,2006,Toyota
387,Foreign Used,Gold,4,Automatic,Cloth,2400000,2004   Lexus ES,2004,Lexus
388,Foreign Used,Gold,4,Automatic,Cloth,2300000,2007   Toyota Camry,2007,Toyota
389,Foreign Used,Silver,4,Automatic,Cloth,1700000,2003   Toyota Camry,2003,Toyota
390,Foreign Used,Red,4,Automatic,Cloth,2200000,2006   Toyota Camry,2006,Toyota
391,Foreign Used,Grey,4,Automatic,Cloth,1700000,2005   Toyota Matrix,2005,Toyota
392,Locally Used,Black,4,Automatic,Cloth,1700000,2006   Nissan Pathfinder,2006,Nissan
393,Locally Used,Silver,4,Automatic,Cloth,1300000,2004   Honda Pilot,2004,Honda
394,Foreign Used,Black,4,Manual,Cloth,1350000,2001   Nissan Pick-Up ,2001,Nissan
395,Foreign Used,Dark Blue,4,Automatic,Cloth,2250000,2009    Toyota Camry ,2009,Toyota
396,Foreign Used,Black,4,Automatic,Leather,5500000,2009   Toyota Venza,2009,Toyota
397,Foreign Used,Silver,4,Automatic,Cloth,2450000,2004   Toyota Highlander,2004,Toyota
398,Locally Used,Gold,4,Automatic,Cloth,600000,1999   Toyota Camry,1999,Toyota
399,Foreign Used,White,4,Automatic,Cloth,1550000,2003   Toyota Camry ,2003,Toyota
400,Foreign Used,Grey,4,Automatic,Cloth,1700000,2005   Toyota Matrix ,2005,Toyota
401,Foreign Used,Dark Blue,4,Manual,Cloth,1100000,2000    Opel Zafira,2000,Opel
402,Foreign Used,Black,4,Automatic,Leather,2500000,2008   Acura MDX,2008,Acura
404,Foreign Used,Gold,4,Automatic,Cloth,2450000,2010   Toyota Corolla,2010,Toyota
405,Foreign Used,Dark Blue,4,Automatic,Leather,1950000,2002    Lexus RX,2002,Lexus
406,Foreign Used,White,4,Automatic,Cloth,2100000,2009   Toyota Camry,2009,Toyota
407,Foreign Used,Black,4,Automatic,Leather,2200000,2003   Toyota Highlander,2003,Toyota
408,Foreign Used,Blue,4,Automatic,Cloth,2300000,2004   Toyota 4-Runner,2004,Toyota
409,Foreign Used,Silver,4,Automatic,Cloth,1400000,2006   Toyota Scion,2006,Toyota
410,Locally Used,Red,4,Manual,Cloth,1500000,2004   Toyota Highlander,2004,Toyota
411,Foreign Used,Silver,4,Automatic,Cloth,1600000,2007   Toyota Matrix ,2007,Toyota
412,Foreign Used,Silver,4,Automatic,Cloth,6500000,2010   Honda Accord CrossTour,2010,Honda
413,Foreign Used,Black,4,Automatic,Cloth,1900000,2007   Honda Accord,2007,Honda
414,Foreign Used,Blue,4,Automatic,Cloth,2800000,2008   Honda CR-V,2008,Honda
415,Locally Used,Gold,4,Automatic,Cloth,900000,2002   Honda Pilot,2002,Honda
416,Foreign Used,Black,4,Automatic,Leather,3200000,2010   Lexus GS,2010,Lexus
417,Foreign Used,Silver,4,Automatic,Leather,3600000,2006   Lexus RX,2006,Lexus
418,Foreign Used,Grey,4,Automatic,Leather,4000000,2009   Mercedes-Benz C300,2009,Mercedes-Benz
419,Foreign Used,Silver,4,Automatic,Leather,8300000,2016   Toyota Avalon ,2016,Toyota
420,Foreign Used,Dark Grey,4,Automatic,Leather,9500000,2014    Toyota 4-Runner,2014,Toyota
421,Foreign Used,Black,4,Automatic,Cloth,2800000,2008   Toyota Corolla,2008,Toyota
422,Foreign Used,Silver,4,Automatic,Cloth,1200000,2004   Honda CR-V,2004,Honda
423,Foreign Used,Red,4,Automatic,Cloth,2200000,2007   Toyota Camry,2007,Toyota
424,Foreign Used,Black,4,Automatic,Leather,13000000,2016   Toyota Highlander,2016,Toyota
425,Foreign Used,Black,4,Automatic,Leather,14500000,2017   Toyota Highlander,2017,Toyota
426,Foreign Used,Black,4,Automatic,Leather,6200000,2009   Ford Kuga,2009,Ford
427,Foreign Used,Black,4,Automatic,Leather,13000000,2018   Toyota Camry,2018,Toyota
428,Locally Used,Gold,4,Automatic,Leather,1000000,2003   Honda Pilot,2003,Honda
429,Foreign Used,Dark Grey,4,Automatic,Leather,6800000,2011    Mercedes-Benz ML350,2011,Mercedes-Benz
430,Foreign Used,Silver,4,Automatic,Leather,11000000,2012   Mercedes-Benz CLA-Class,2012,Mercedes-Benz
431,Locally Used,Black,4,Automatic,Cloth,780000,2008   Kia Rio,2008,Kia
432,Foreign Used,Silver,4,Automatic,Leather,3500000,2007   Lexus ES,2007,Lexus
433,Foreign Used,Black,4,Manual,Leather,1500000,2002   Volkswagen Beetle,2002,Volkswagen
434,Foreign Used,Silver,4,Automatic,Leather,3600000,2006   Lexus RX,2006,Lexus
435,Foreign Used,Black,4,Automatic,Leather,1400000,2006   Ford Escape,2006,Ford
436,Foreign Used,Silver,4,Automatic,Leather,4000000,2010   Honda Accord CrossTour,2010,Honda
437,Foreign Used,Silver,4,Automatic,Cloth,1900000,2005   Toyota Matrix,2005,Toyota
438,Foreign Used,Silver,4,Automatic,Cloth,2100000,2004   Toyota RAV4,2004,Toyota
439,Foreign Used,Silver,4,Automatic,Cloth,1750000,2006   Toyota Camry,2006,Toyota
440,Foreign Used,Dark Blue,4,Automatic,Leather,6500000,2014    Toyota Venza,2008,Toyota
441,Foreign Used,Silver,4,Automatic,Leather,1900000,2002   Lexus RX,2002,Lexus
442,Locally Used,Black,4,Automatic,Leather,2000000,2011   Hyundai Sonata ,2011,Hyundai
443,Foreign Used,Silver,4,Automatic,Leather,2200000,2007   Ford Edge,2007,Ford
444,Foreign Used,Black,4,Automatic,Cloth,2100000,2008   Honda Accord,2008,Honda
445,Foreign Used,Silver,4,Automatic,Cloth,2500000,2009   Toyota Corolla,2009,Toyota
446,Foreign Used,Maroon,4,Automatic,Leather,4800000,2010   Mercedes-Benz GLK,2010,Mercedes-Benz
447,Foreign Used,Grey,4,Automatic,Cloth,1800000,2008   Honda Accord,2008,Honda
449,Locally Used,Black,4,Manual,Cloth,950000,2006   Toyota Corolla,2006,Toyota
450,Locally Used,Red,4,Automatic,Cloth,1700000,2008   Toyota RAV4,2008,Toyota
451,Foreign Used,Black,4,Automatic,Cloth,1700000,2004   Toyota Matrix,2004,Toyota
452,Locally Used,White,4,Manual,Cloth,750000,2006   Toyota Corolla,2006,Toyota
453,Locally Used,Grey,4,Automatic,Cloth,750000,2004   Honda Accord,2004,Honda
454,Foreign Used,Dark Green,4,Automatic,Leather,1400000,2004    Toyota Avalon,2004,Toyota
455,Locally Used,White,4,Automatic,Leather,600000,2004   Toyota Solara,2004,Toyota
456,Foreign Used,Silver,4,Automatic,Leather,6300000,2013   Mercedes-Benz C300,2013,Mercedes-Benz
457,Foreign Used,Silver,4,Automatic,Leather,3500000,2007   Lexus ES,2008,Lexus
458,Foreign Used,Dark Green,4,Automatic,Leather,1400000,2004    Toyota Avalon,2004,Toyota
459,Locally Used,White,4,Automatic,Leather,600000,2004   Toyota Solara,2004,Toyota
460,Foreign Used,Silver,4,Automatic,Leather,6300000,2013   Mercedes-Benz C300,2013,Mercedes-Benz
461,Foreign Used,Silver,4,Automatic,Leather,3600000,2006   Lexus RX,2008,Lexus
462,Foreign Used,Grey,4,Automatic,Leather,4000000,2009   Mercedes-Benz C300,2009,Mercedes-Benz
463,Foreign Used,Silver,4,Automatic,Leather,8300000,2016   Toyota Avalon,2016,Toyota
464,Foreign Used,Dark Grey,4,Automatic,Leather,9500000,2014    Toyota 4-Runner,2014,Toyota
465,Foreign Used,Black,4,Automatic,Cloth,2800000,2008   Toyota Corolla,2008,Toyota
466,Foreign Used,Silver,4,Automatic,Cloth,1200000,2004   Honda CR-V,2004,Honda
467,Foreign Used,Red,4,Automatic,Cloth,2200000,2007   Toyota Camry,2007,Toyota
468,Foreign Used,Black,4,Automatic,Leather,13000000,2016   Toyota Highlander,2016,Toyota
469,Foreign Used,Black,4,Automatic,Leather,14500000,2017   Toyota Highlander,2017,Toyota
470,Foreign Used,Black,4,Automatic,Leather,6200000,2009   Ford Kuga,2009,Ford
471,Foreign Used,Black,4,Automatic,Leather,13000000,2018   Toyota Camry,2018,Toyota
472,Locally Used,Gold,4,Automatic,Leather,1000000,2003   Honda Pilot,2003,Honda
473,Foreign Used,Dark Grey,4,Automatic,Leather,6800000,2011    Mercedes-Benz ML350,2011,Mercedes-Benz
474,Foreign Used,Silver,4,Automatic,Leather,11000000,2012   Mercedes-Benz CLA-Class,2012,Mercedes-Benz
475,Locally Used,Black,4,Automatic,Cloth,780000,2008   Kia Rio,2008,Kia
476,Foreign Used,Silver,4,Automatic,Leather,3500000,2007   Lexus ES,2007,Lexus
477,Foreign Used,White,4,Automatic,Leather,2500000,2008   Mercedes-Benz E350,2008,Mercedes-Benz
478,Foreign Used,White,4,Automatic,Leather,2500000,2008   Mercedes-Benz E350,2008,Mercedes-Benz
479,Foreign Used,Red,4,Automatic,Leather,7000000,2015   Mercedes-Benz CLA-Class,2015,Mercedes-Benz
480,Foreign Used,Black,4,Automatic,Leather,4700000,2013   Mercedes-Benz C300,2013,Mercedes-Benz
481,Foreign Used,Blue,4,Automatic,Leather,6500000,2007   Toyota Tundra,2007,Toyota
482,Foreign Used,Blue,4,Automatic,Leather,2750000,2007   Lexus ES,2007,Lexus
483,Foreign Used,Black,4,Automatic,Leather,5000000,2009   Toyota Highlander,2009,Toyota
484,Foreign Used,Black,4,Automatic,Cloth,8000000,2011   Chevrolet Camaro,2011,Chevrolet
485,Foreign Used,White,4,Automatic,Leather,5000000,2015   Mercedes-Benz GLK,2015,Mercedes-Benz
486,Foreign Used,Silver,4,Automatic,Leather,15000000,2010   Toyota  Cruiser Prado,2010,Toyota
487,Foreign Used,Black,4,Automatic,Leather,10000000,2015   Mercedes-Benz ML350,2015,Mercedes-Benz
488,Foreign Used,Grey,4,Automatic,Leather,4500000,2012   Toyota Venza,2012,Toyota
489,Foreign Used,Grey,4,Automatic,Cloth,1750000,2006   Toyota Camry,2006,Toyota
490,Locally Used,Grey,4,Automatic,Leather,2700000,2008     Range  Sport,2008,Range
491,Foreign Used,Black,4,Automatic,Leather,6500000,2014   Lexus RX,2014,Lexus
492,Foreign Used,Black,4,Automatic,Leather,2200000,2007   Lexus RX,2007,Lexus
493,Locally Used,Black,4,Automatic,Leather,3500000,2010   Mercedes-Benz GL Class,2010,Mercedes-Benz
494,Foreign Used,Black,4,Automatic,Leather,2500000,2005   Acura MDX,2005,Acura
496,Foreign Used,Black,4,Automatic,Leather,2700000,2009   Toyota Venza,2009,Toyota
497,Foreign Used,Gold,4,Automatic,Cloth,4600000,2012   Toyota Camry,2012,Toyota
498,Foreign Used,Gold,4,Automatic,Leather,2600000,2009   Toyota Corolla,2009,Toyota
499,Foreign Used,Silver,4,Automatic,Leather,4900000,2014   Toyota Corolla,2014,Toyota
500,Foreign Used,Black,4,Automatic,Leather,4900000,2010   Toyota Venza,2010,Toyota
501,Foreign Used,Black,4,Automatic,Leather,4900000,2011   Toyota Venza,2011,Toyota
502,Foreign Used,Gold,4,Automatic,Leather,4700000,2014   Toyota Camry,2014,Toyota
503,Foreign Used,Blue,4,Automatic,Leather,4200000,2013   Honda Accord,2013,Honda
504,Foreign Used,Dark Green,4,Automatic,Cloth,2700000,2010    Toyota Camry,2010,Toyota
505,Locally Used,Silver,4,Automatic,Leather,2300000,2007   Mercedes-Benz C300,2007,Mercedes-Benz
506,Foreign Used,Red,4,Automatic,Cloth,2700000,2008   Toyota Matrix,2008,Toyota
507,Foreign Used,Black,4,Automatic,Leather,4000000,2014   Lexus GS,2014,Lexus
508,Foreign Used,Grey,4,Automatic,Leather,4000000,2007   Lexus RX,2007,Lexus
509,Foreign Used,Red,4,Automatic,Leather,5000000,2011   Toyota Venza,2011,Toyota
510,Foreign Used,Red,4,Automatic,Leather,5000000,2011   Toyota Venza,2011,Toyota
511,Foreign Used,Grey,4,Automatic,Leather,2000000,2005   Toyota Avalon,2005,Toyota
512,Foreign Used,Black,4,Automatic,Leather,7500000,2012   Mercedes-Benz E350,2012,Mercedes-Benz
513,Foreign Used,Dark Blue,4,Automatic,Leather,1900000,2001    Lexus RX,2001,Lexus
514,Foreign Used,Black,4,Automatic,Leather,3200000,2006     Range  Sport,2006,Range
515,Foreign Used,Silver,4,Automatic,Leather,3500000,2007   Lexus ES,2007,Lexus
516,Locally Used,Blue,4,Automatic,Leather,3000000,2013   Honda Accord,2013,Honda
518,Foreign Used,Black,4,Automatic,Leather,44000000,2012   Lamborghini Gallardo,2012,Lamborghini
519,Foreign Used,Grey,4,Automatic,Cloth,2700000,2010   Toyota Corolla,2010,Toyota
520,Foreign Used,Silver,4,Automatic,Leather,3600000,2006   Toyota 4-Runner,2006,Toyota
521,Foreign Used,White,4,Automatic,Leather,4200000,2008   Lexus ES,2008,Lexus
522,Foreign Used,Dark Green,4,Automatic,Cloth,3800000,2013    Toyota Camry,2013,Toyota
523,Foreign Used,Silver,4,Automatic,Leather,5000000,2011   Toyota Venza,2011,Toyota
524,Foreign Used,Black,4,Automatic,Leather,5000000,2011   Mercedes-Benz GLK,2011,Mercedes-Benz
525,Foreign Used,Black,4,Automatic,Leather,8500000,2014   Mercedes-Benz E350,2014,Mercedes-Benz
526,Foreign Used,Dark Grey,4,Automatic,Leather,4000000,2009    Toyota Highlander,2009,Toyota
527,Foreign Used,Grey,4,Automatic,Leather,4800000,2010   Toyota Venza,2010,Toyota
528,Foreign Used,Silver,4,Automatic,Leather,4100000,2012   Toyota Camry,2012,Toyota
529,Foreign Used,Black,4,Automatic,Leather,2500000,2009   Toyota Corolla,2009,Toyota
530,Foreign Used,Grey,4,Automatic,Leather,4200000,2013   Honda Accord,2013,Honda
531,Foreign Used,Grey,4,Automatic,Leather,1700000,2006   Toyota Camry,2006,Toyota
532,Foreign Used,Black,4,Automatic,Leather,4400000,2009   Toyota Highlander,2009,Toyota
533,Foreign Used,Black,4,Automatic,Cloth,2400000,2008   Toyota Corolla,2008,Toyota
534,Locally Used,Blue,4,Manual,Cloth,700000,2001   Toyota Avensis,2001,Toyota
535,Locally Used,Black,4,Automatic,Leather,1600000,2006   Lexus ES,2006,Lexus
536,Locally Used,Grey,4,Automatic,Leather,3900000,2012   Toyota Highlander,2012,Toyota
537,Foreign Used,Black,4,Automatic,Leather,3800000,2010   Honda Accord CrossTour ,2010,Honda
538,Locally Used,Silver,4,Automatic,Cloth,850000,2005   Honda Accord,2005,Honda
539,Locally Used,Silver,4,Automatic,Cloth,1500000,2007   Chrysler 300C,2007,Chrysler
540,Locally Used,Black,4,Automatic,Leather,1850000,2009     LR3,2009,LR3
541,Foreign Used,Black,4,Automatic,Leather,2150000,2005   Lexus ES,2005,Lexus
542,Foreign Used,Blue,4,Automatic,Leather,2500000,2005   Toyota Highlander,2005,Toyota
543,Foreign Used,Black,4,Automatic,Leather,2650000,2006   Mercedes-Benz C280,2006,Mercedes-Benz
544,Foreign Used,White,4,Automatic,Leather,3500000,2008   Mercedes-Benz C300,2008,Mercedes-Benz
545,Foreign Used,Red,4,Automatic,Cloth,2300000,2007   Toyota Camry,2007,Toyota
546,Foreign Used,Black,4,Automatic,Leather,2300000,2003   Acura MDX,2003,Acura
547,Foreign Used,Grey,4,Automatic,Leather,3100000,2008   Lexus GS,2008,Lexus
548,Foreign Used,Black,4,Automatic,Leather,4400000,2006   Mercedes-Benz CLK,2006,Mercedes-Benz
549,Foreign Used,Blue,4,Automatic,Cloth,5400000,2006   Toyota Tacoma,2006,Toyota
550,Foreign Used,Blue,4,Automatic,Leather,2850000,2008   Lexus ES,2008,Lexus
551,Foreign Used,Black,4,Automatic,Leather,35000000,2017   Toyota  Cruiser,2017,Toyota
552,Foreign Used,Black,4,Automatic,Leather,3300000,2008   Acura MDX,2008,Acura
553,Foreign Used,Grey,4,Automatic,Cloth,2300000,2008   Toyota Corolla,2008,Toyota
554,Locally Used,Gold,4,Automatic,Leather,1800000,2003   Mercedes-Benz ML 550,2003,Mercedes-Benz
555,Locally Used,Black,4,Automatic,Cloth,1000000,2006   Toyota Avensis,2006,Toyota
556,Locally Used,Blue,4,Manual,Cloth,600000,2001   Toyota Avensis,2001,Toyota
557,Locally Used,Black,4,Automatic,Cloth,1100000,2007   Honda Accord,2007,Honda
558,Foreign Used,White,4,Automatic,Leather,4000000,2013   Toyota Tacoma,2013,Toyota
559,Foreign Used,White,4,Automatic,Leather,2300000,2007   Toyota Avalon,2007,Toyota
560,Foreign Used,Black,4,Automatic,Cloth,7000000,2017   Toyota Camry,2017,Toyota
561,Foreign Used,Red,4,Automatic,Leather,11000000,2015   Mercedes-Benz GLK,2015,Mercedes-Benz
562,Foreign Used,Black,4,Automatic,Leather,3500000,2007   Mercedes-Benz CLK,2007,Mercedes-Benz
563,Foreign Used,Grey,4,Automatic,Leather,7200000,2012   Lexus RX,2012,Lexus
564,Foreign Used,Red,4,Automatic,Cloth,20000000,2019   Nissan Murano,2019,Nissan
565,Locally Used,Gold,4,Automatic,Cloth,1350000,2003   Toyota Corolla,2003,Toyota
566,Locally Used,Grey,4,Automatic,Leather,2350000,2005   Lexus RX,2005,Lexus
567,Locally Used,Silver,4,Automatic,Cloth,1550000,2009   Toyota Camry,2009,Toyota
568,Locally Used,Black,4,Automatic,Leather,1500000,2008   Toyota Camry,2008,Toyota
569,Foreign Used,Blue,4,Manual,Cloth,1600000,2000   Peugeot 406,2000,Peugeot
570,Foreign Used,Gold,4,Automatic,Cloth,2600000,2008   Toyota Sienna,2008,Toyota
571,Locally Used,White,4,Manual,Leather,8500000,2004   Toyota  Cruiser,2004,Toyota
572,Foreign Used,Red,4,Automatic,Leather,1580000,2005   Chrysler Pacifica,2005,Chrysler
573,Foreign Used,White,4,Automatic,Leather,5950000,2012   Toyota Venza,2012,Toyota
574,Foreign Used,Black,4,Automatic,Leather,8550000,2012   Toyota 4-Runner,2012,Toyota
575,Locally Used,Red,4,Manual,Leather,8000000,2013     Range  Evoque,2013,Range
576,Foreign Used,White,4,Automatic,Leather,12500000,2015   Honda Accord,2015,Honda
577,Foreign Used,Black,4,Automatic,Leather,13500000,2016   Lexus RX,2016,Lexus
578,Foreign Used,White,4,Automatic,Cloth,21000000,2019   Toyota Hilux,2019,Toyota
579,Foreign Used,Black,4,Automatic,Leather,26000000,2018   Lexus GX,2018,Lexus
580,Foreign Used,Black,4,Automatic,Leather,11500000,2015   Mercedes-Benz E350,2015,Mercedes-Benz
581,Foreign Used,Silver,4,Automatic,Leather,9000000,2016   Toyota Avalon,2016,Toyota
582,Foreign Used,White,4,Automatic,Leather,18000000,2018   Toyota Sienna,2018,Toyota
583,Foreign Used,Silver,4,Automatic,Leather,10000000,2015   Lexus RX,2015,Lexus
584,Foreign Used,White,4,Automatic,Leather,12500000,2015   Mercedes-Benz C300,2015,Mercedes-Benz
587,Foreign Used,Black,4,Automatic,Leather,11000000,2014   Mercedes-Benz GLK,2014,Mercedes-Benz
588,Foreign Used,Black,4,Automatic,Leather,21000000,2014   Mercedes-Benz G 63 AMG,2014,Mercedes-Benz
590,Foreign Used,Grey,4,Automatic,Leather,13500000,2016   Mercedes-Benz C300,2016,Mercedes-Benz
